DATE RESTITUTION or SETTLEMENT,Title,Image,Artist,Datierung,Material,Height,Provenance,Verlustgeschichte,Status,Published Since,Contact,Person,Permalink To This Page,Literature
2016,chest,LA423041_51356.jpg,Unknown (Norddeutsch),1541/1560,Oak & iron / beschlagen,84.00 cm,"Agathe and Ernst Saulmann, Württemberg/Erlenhof, 1935 flight to Italy, confiscation of assets by the National Socialists, 26 and 27 June 1936 auction of Munich art auction house Adolf Weinmüller, lot 92;End of 2016 amicable settlement with the heirs (remaining in the Landesmuseum Münster);Read more;Read less","München / Auktionshaus Adolf Weinmüller, 1936",amicable settlement,24.09.2012,von Trott zu Solz Lammek Rechtsanwälte • Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Saulmann, Agathe und Ernst",https://www.lostart.de/en/Verlust/459358,
,Engelgruppe mit Jesuskind,LA423059_51373.jpg,Unknown (Mittelrheinisch),1480/90,Linden wood,24.00 cm,"Agathe und Ernst Saulmann, Württemberg/Erlenhof, 1935 Flucht nach Italien, Beschlagnahme der Vermögenswerte durch die Nationalsozialisten, 26. und 27. Juni 1936 Versteigerung Münchener Kunstversteigerungshaus Adolf Weinmüller, Lot 140 (Abb. Tafel VII);Read more;Read less","München / Auktionshaus Adolf Weinmüller, 1936",amicable settlement,24.09.2012,von Trott zu Solz Lammek Rechtsanwälte • Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Saulmann, Agathe und Ernst",https://www.lostart.de/en/Verlust/459418,
,Book press,,Unknown (Norddeutsch),1601/1700,Walnut / polished,,"Agathe und Ernst Saulmann, Württemberg/Erlenhof, 1935 Flucht nach Italien, Beschlagnahme der Vermögenswerte durch die Nationalsozialisten, 26. und 27. Juni 1936 Versteigerung Münchener Kunstversteigerungshaus Adolf Weinmüller, Lot 97;Read more;Read less","München / Auktionshaus Adolf Weinmüller, 1936",amicable settlement,24.09.2012,von Trott zu Solz Lammek Rechtsanwälte • Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Saulmann, Agathe und Ernst",https://www.lostart.de/en/Verlust/459363,
,Geißelung Christi,,"Unknown (Italienisch, Florentiner Meister)",1301/1400,Oil: wood / painted,20.50 cm,"aus der Sammlung Murray, Agathe und Ernst Saulmann, Württemberg/Erlenhof, 1935 Flucht nach Italien, Beschlagnahme der Vermögenswerte durch die Nationalsozialisten, Versteigerung Münchener Kunstversteigerungshaus Adolf Weinmüller, 11. und 12. September 1936, Lot 168, 25. Januar 2001, Sotheby´s NY, Lot 5 mit Abb.;Read more;Read less",,amicable settlement,05.11.2012,von Trott zu Solz Lammek Rechtsanwälte • Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Saulmann, Agathe und Ernst",https://www.lostart.de/en/Verlust/460081,
,St. Roch,,"Osnabrücker Meister Title St. Roch Datierung 1500 (um) Object type Sculpture Group of reported objects Sculpture Material / Technique Oak;Height 59.50 cm;Description;Stehend mit Mantel und Barett, mit der rechten Hand das;schwärenbedeckte Bein entblössend, mit der Linken Buch und Stab haltend. Auf;dem Rasensockel Hund mit Brot im Maul. Vollrund.;Read more;Read less;Provenance;Agathe und Ernst Saulmann, Württemberg/Erlenhof, 1935 Flucht nach Italien, Beschlagnahme der Vermögenswerte durch die Nationalsozialisten, 26. und 27. Juni 1936 Versteigerung Münchener Kunstversteigerungshaus Adolf Weinmüller, Lot 157;Read more;Read less;Verlustgeschichte München / Auktionshaus Adolf Weinmüller, 1936;Status;restituted;Published since 24.09.2012",1500 (um),Oak,59.50 cm,"Agathe und Ernst Saulmann, Württemberg/Erlenhof, 1935 Flucht nach Italien, Beschlagnahme der Vermögenswerte durch die Nationalsozialisten, 26. und 27. Juni 1936 Versteigerung Münchener Kunstversteigerungshaus Adolf Weinmüller, Lot 157;Read more;Read less","München / Auktionshaus Adolf Weinmüller, 1936",restituted,24.09.2012,von Trott zu Solz Lammek Rechtsanwälte • Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Saulmann, Agathe und Ernst",https://www.lostart.de/en/Verlust/459420,
,Maria mit dem Kind,LA423055_51369.jpg,"Unknown (Deutsch, Würzburg)",1360/70 (um),Marble,95.00 cm,"Sammlung Johannes Noll Frankfurt (Main), 12. Juni 1928 Auktion Helbing Frankfurt (Main), Lot 72 (Abb.Tafel XXVII), Agathe und Ernst Saulmann, Württemberg/Erlenhof, 1935 Flucht nach Italien, Beschlagnahme der Vermögenswerte durch die Nationalsozialisten, 26. und 27. Juni 1936 Versteigerung Münchener Kunstversteigerungshaus Adolf Weinmüller, Lot 135 (Abb. Tafel VI);Read more;Read less","München / Auktionshaus Adolf Weinmüller, 1936",restituted,24.09.2012,von Trott zu Solz Lammek Rechtsanwälte • Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Saulmann, Agathe und Ernst",https://www.lostart.de/en/Verlust/459409,
,Spanische Plastik aus sieben Jahrhunderten,,,,,,"Collection Agathe and Ernst Saulmann, Erlenhof, auction house Weinmüller, Munich, 26-27.06.1936, catalogue no. 226, restituted;Read more;Read less","München / Auktionshaus Adolf Weinmüller, 1936",restituted,30.07.2020,von Trott zu Solz Lammek Rechtsanwälte • Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Saulmann, Agathe und Ernst",https://www.lostart.de/en/Verlust/590213,
,Sammlung Ginsberg,,,,,,"Collection Agathe and Ernst Saulmann, Erlenhof, auction house Weinmüller, Munich, 26-27.06.1936, catalogue no. 241, restituted;Read more;Read less","München / Auktionshaus Adolf Weinmüller, 1936",restituted,30.07.2020,von Trott zu Solz Lammek Rechtsanwälte • Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Saulmann, Agathe und Ernst",https://www.lostart.de/en/Verlust/590222,
,Venezia e il suo estuario,,,,,,"Collection Agathe and Ernst Saulmann, Erlenhof, auction house Adolf Weinmüller, Munich, 11.09-12.09.1936, catalogue number 196, purchaser Bavarian National Museum;restituted;Read more;Read less","München / Auktionshaus Adolf Weinmüller, 1936",restituted,31.07.2020,von Trott zu Solz Lammek Rechtsanwälte • Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Saulmann, Agathe und Ernst",https://www.lostart.de/en/Verlust/590441,
2022,Crucifixion / Plaque with the Crucifixion,LA456807_72267.jpg,"Unknown (Französisch, Limoges)",1201/1300,"metal, champlevé enamel, copper / gold-plated",18.00 cm,"Willibald von Dirksen Collection (and heirs), Berlin - 28-29.04.1931, Auction Rudolph Lepke's Kunst-Auctions-Haus, Berlin 28-29.04. 1931, lot 203, Collection Agathe and Ernst Saulmann, Florence - 1937 - 1938/1942 (um) - the Nazi persecution-related confiscation is suspected, since the cultural property in question was demonstrably in the possession of the aggrieved parties in 1937, the exact circumstances of loss are unclear, auction Sotheby's, Paris 17.06.2015, lot 159;2022 Restitution to the heirs;Read more;Read less",,"restituted;Literature / Source;[Mussia] Eisenstadt: Auktionsnachrichten. Berliner Auktionen. In: Kunst und Künstler. 29(1931), S.371-372, hier S. 372, IT - Kunsthistorisches Institut in Florenz (KHI) - Max Planck Institut, Photothek, Konvolut Besitz Ernst Saulmann, Rudolph Lepke's Kunst-Auctions-Haus, Sammlung W. von Dirksen, Berlin: Kunstwerke und Kunstgewerbe der Gotik und Renaissance, Auktion vom 28.-29.04.1931, Berlin 1931, Lot 203, Preisberichte. In: Die Weltkunst. 5(1931)18, S. 8, Sammlung W. v. Dirksen. In: Die Weltkunst. 5(1931)20, S. 8, Elisabeth Taburet-Delahaye (Hrsg.), L' oeuvre de Limoges. Art et histoire au temps des Plantagenêts [Enamels of Limoges, 1100–1350], actes du colloque organisé au Musée du Louvre par le Service culturel les 16 et 17 novembre 1995, Paris 1995 [New York 1996], S. 250-253, Kat. Nr. 71. (similar plaque, see below), www.sothebys.com/fr/auctions/ecatalogue/2015/tableaux-dessins-anciens-19-siecle-pf1509/lot.159.html;Read more;Read less",13.07.2020,von Trott zu Solz Lammek Rechtsanwälte • Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Saulmann, Agathe und Ernst",https://www.lostart.de/en/Verlust/589672,"[Mussia] Eisenstadt: Auktionsnachrichten. Berliner Auktionen. In: Kunst und Künstler. 29(1931), S.371-372, hier S. 372, IT - Kunsthistorisches Institut in Florenz (KHI) - Max Planck Institut, Photothek, Konvolut Besitz Ernst Saulmann, Rudolph Lepke's Kunst-Auctions-Haus, Sammlung W. von Dirksen, Berlin: Kunstwerke und Kunstgewerbe der Gotik und Renaissance, Auktion vom 28.-29.04.1931, Berlin 1931, Lot 203, Preisberichte. In: Die Weltkunst. 5(1931)18, S. 8, Sammlung W. v. Dirksen. In: Die Weltkunst. 5(1931)20, S. 8, Elisabeth Taburet-Delahaye (Hrsg.), L' oeuvre de Limoges. Art et histoire au temps des Plantagenêts [Enamels of Limoges, 1100–1350], actes du colloque organisé au Musée du Louvre par le Service culturel les 16 et 17 novembre 1995, Paris 1995 [New York 1996], S. 250-253, Kat. Nr. 71. (similar plaque, see below), www.sothebys.com/fr/auctions/ecatalogue/2015/tableaux-dessins-anciens-19-siecle-pf1509/lot.159.html;Read more"
2023,Storming of Carthago,LA456847_72307.jpg,"Unknown (Italienisch, Florenz)",1440 (um),tempera: wood (lime) / painted,,"Florentine patrician property, collection Heinrich Freiherr von Tucher (and heirs), Vienna - 08.12.1925, auction Cassirer & Helbing, Berlin 08.12.1925, lot 63, collection Veil Picard Kleinberger (?), Collection Agathe and Ernst Saulmann, Erlenhof, Württemberg/Florence - 1938/1942 (um) due to the fate of the aggrieved parties the withdrawal of the painting due to Nazi persecution cannot be excluded, the exact circumstances of the loss are unclear, art trade Paul Tulino, Paris 1941, art trade Walter Bornheim, Munich Paris 1941, Collection Dr. Friedrich Flick, - 24.12.1941 (as a gift for Hermann Göring), Collection Hermann Göring, 24.12.1941 -, Depot Berchtesgaden, No. 483, CCP Munich, 29.07.1945 - 19.10.1946, Mü-Nr. 5528, L'Office des Biens et Intérêts Privés, - 1950, Musée du Louvre, 1950 - 1969, Musée des Beaux-Arts d'Angers, 1969;18 April 2023 restitution by the French government to the heirs;Read more;Read less",,"restituted;Literature / Source;Edmund Wilhelm Braun-Troppau: Die Sammlung Tucher. In: Münchener Jahrbuch für Kunstgeschichte. (1910)II, S.178-208, hier S. 183-184, 187, D - BA, B323/319, Bd. 1: Gemälde der ""Sammlung Göring"", Bd. 1/4, Künstler S - Z sowie unbekannte Künstler, D - BA, B323/570, ""Verzeichnis der der Treuhandverwaltung bekannt gewordenen Restitutionen von 1945 bis 1962"", Bd. 1, Restitutionen nach Frankreich / 9, Aktentitel, Blatt 181, Ellen Callmann: Apollonio di Giovanni. Oxford 1974. S.87, 96 (Index), IT - Kunsthistorisches Institut, Florenz, Photothek, Konvolut Ernst Saulmann, Kunstsalon Paul Cassirer, Hugo Helbing: Die Sammlung Heinrich Freiherr von Tucher. Kunstgegenstände aus dem Nachlass seiner Exzellenz des Gesandten Heinrich Freiherrn von Tucher. Mit einem Anhang von Kunstgegenständen aus ausländischem und deutschem Privatbesitz. Auktion vom 08.12.1925. Berlin 1925. Lot 63, Tammaro de Marinis, Filippo Rossi (Hrsg.): Notice sur les miniatures ""Virgilius"" de la Bibliothèque Riccardi a Florence. In: Bulletin de la Société Française de Reproductions de Manuscrits à Peintures. 13(1930), S.17-31, hier S. 30, Raimond van Marle: The Development of the Italian Schools of Painting. New York 1970. Band X. S. 551- 554, Charlotte van Marle: The Development of the Italian Schools of Painting: Volume XIX General Index. Berlin 2013. S. 88, US - NARA, RG 239, M1944. Records of the American Commission for the Protection and Salvage of Artistic and Historic Monuments in War Areas, 1943-1946. Roll 153. Italian Private Collections Files, compiled 1943 - 1945. Blatt 16, US - NARA, RG 260, M1946. Photographs of art objects stolen by the Nazis from the Linz Museum and other collections in Europe. Roll 291. Photographs Taken by the Munich Central Collecting Point, OMGUS, of Artworks Appropriated by Germany during World War II. 260-MP-5528. Blatt 827-828, US - NARA, RG 260, M1946. Property cards from the Munich Central Collecting Point documenting the movement and disposition of each looted object. Roll 178. Records Relating to the Munich Central Collecting Point Property Accessions, 5528/Berchtesgaden 483, Paintings, Assault of Carthage. Blatt 1 und 2, US - NARA, RG 260, M1947. Textual records created at the Wiesbaden Central Collecting Point include administrative files and monthly reports. Roll 82. Restitution, Research, And Reference Records, Hofer, Walter A.: Hofer Goring Documents, Goring Lists. Blatt 38, US - NARA, RG 239, M1782. Reports by the Art Looting Investigation Unit of the OSS relating to jewels, paintings, and other art objects appropriated during WWII. Roll M1782_10F1. Consolidated Interrogation Reports (CIR) 2, The Goering Collection. S.56, Blatt 63, US - NARA, RG 260, M1947. Textual records created at the Wiesbaden Central Collecting Point include administrative files and monthly reports. Roll 81. Restitution, Research, And Reference Records. Göring: Art Museum Unterstein - Berchtesgaden, Germany. Blatt 2, 26, Mario Salmi: Paolo Uccello, Andrea del Castagno, Domenico Veneziano. Rom 1936. S. 114, www.christies.com/lotfinder/Lot/florentine-school-mid-15th-century-the-siege-of-5221710-details.aspx, www.pop.culture.gouv.fr/notice/mnr/MNR00246, ow-mba.angers.fr/ow4/mba18022013/voir.xsp?id=00101-27&qid=sdx_q0&n=7&e=;Read more;Read less",13.07.2020,von Trott zu Solz Lammek Rechtsanwälte • Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Saulmann, Agathe und Ernst",https://www.lostart.de/en/Verlust/589707,"Edmund Wilhelm Braun-Troppau: Die Sammlung Tucher. In: Münchener Jahrbuch für Kunstgeschichte. (1910)II, S.178-208, hier S. 183-184, 187, D - BA, B323/319, Bd. 1: Gemälde der ""Sammlung Göring"", Bd. 1/4, Künstler S - Z sowie unbekannte Künstler, D - BA, B323/570, ""Verzeichnis der der Treuhandverwaltung bekannt gewordenen Restitutionen von 1945 bis 1962"", Bd. 1, Restitutionen nach Frankreich / 9, Aktentitel, Blatt 181, Ellen Callmann: Apollonio di Giovanni. Oxford 1974. S.87, 96 (Index), IT - Kunsthistorisches Institut, Florenz, Photothek, Konvolut Ernst Saulmann, Kunstsalon Paul Cassirer, Hugo Helbing: Die Sammlung Heinrich Freiherr von Tucher. Kunstgegenstände aus dem Nachlass seiner Exzellenz des Gesandten Heinrich Freiherrn von Tucher. Mit einem Anhang von Kunstgegenständen aus ausländischem und deutschem Privatbesitz. Auktion vom 08.12.1925. Berlin 1925. Lot 63, Tammaro de Marinis, Filippo Rossi (Hrsg.): Notice sur les miniatures ""Virgilius"" de la Bibliothèque Riccardi a Florence. In: Bulletin de la Société Française de Reproductions de Manuscrits à Peintures. 13(1930), S.17-31, hier S. 30, Raimond van Marle: The Development of the Italian Schools of Painting. New York 1970. Band X. S. 551- 554, Charlotte van Marle: The Development of the Italian Schools of Painting: Volume XIX General Index. Berlin 2013. S. 88, US - NARA, RG 239, M1944. Records of the American Commission for the Protection and Salvage of Artistic and Historic Monuments in War Areas, 1943-1946. Roll 153. Italian Private Collections Files, compiled 1943 - 1945. Blatt 16, US - NARA, RG 260, M1946. Photographs of art objects stolen by the Nazis from the Linz Museum and other collections in Europe. Roll 291. Photographs Taken by the Munich Central Collecting Point, OMGUS, of Artworks Appropriated by Germany during World War II. 260-MP-5528. Blatt 827-828, US - NARA, RG 260, M1946. Property cards from the Munich Central Collecting Point documenting the movement and disposition of each looted object. Roll 178. Records Relating to the Munich Central Collecting Point Property Accessions, 5528/Berchtesgaden 483, Paintings, Assault of Carthage. Blatt 1 und 2, US - NARA, RG 260, M1947. Textual records created at the Wiesbaden Central Collecting Point include administrative files and monthly reports. Roll 82. Restitution, Research, And Reference Records, Hofer, Walter A.: Hofer Goring Documents, Goring Lists. Blatt 38, US - NARA, RG 239, M1782. Reports by the Art Looting Investigation Unit of the OSS relating to jewels, paintings, and other art objects appropriated during WWII. Roll M1782_10F1. Consolidated Interrogation Reports (CIR) 2, The Goering Collection. S.56, Blatt 63, US - NARA, RG 260, M1947. Textual records created at the Wiesbaden Central Collecting Point include administrative files and monthly reports. Roll 81. Restitution, Research, And Reference Records. Göring: Art Museum Unterstein - Berchtesgaden, Germany. Blatt 2, 26, Mario Salmi: Paolo Uccello, Andrea del Castagno, Domenico Veneziano. Rom 1936. S. 114, www.christies.com/lotfinder/Lot/florentine-school-mid-15th-century-the-siege-of-5221710-details.aspx, www.pop.culture.gouv.fr/notice/mnr/MNR00246, ow-mba.angers.fr/ow4/mba18022013/voir.xsp?id=00101-27&qid=sdx_q0&n=7&e=;Read more"
2023,Madonna of Humility,LA456848_72308.jpg,"Ferrari, Defendente;Birth (um) 1490, Chivasso;Place of activity Erw.-landschaft: Piemont",1490 (um),tempera: wood / painted,55.00 cm,"Collection Heinrich Freiherr von Tucher (and heirs), Vienna - 08.12.1925, auction Cassirer & Helbing, Berlin 08.12.1925, lot 64, Collection Agathe and Ernst Saulmann, Erlenhof, Württemberg/Florence - 1928 - 1939 (um) - due to the fate of the aggrieved parties the withdrawal of the painting due to Nazi persecution cannot be excluded, the exact circumstances of the loss are unclear, art trade (?) France, art trade Walter Bornheim, Munich/Paris, O[scar R.?] Henschel, 12.01.1942 (as a gift for Göring), Art Collection Hermann Göring (G - 17), Depot Berchtesgaden, No. 2105, CCP Munich, 06.08.1945 - 25.09.1947, Mü-Nr. 7155, 25.09.1947 Restitution France, Paris, 1953 Musée de Picardie, Amiens;18 April 2023 restitution by the French government to the heirs;Read more;Read less",,"restituted;Literature / Source;Anonym: Versteigerung der Sammlung Tucher. In: Kunst und Künstler. 24(1926)5, S.199-200, hier S. 199, D - BA, B 323, 319, Bd. 1: Gemälde der ""Sammlung Göring"", Bd. 1 / 4, Künstler S - Z sowie unbekannte Künstler. Blatt 411, L. Gielly: La Donation de Holzer. In: Genava. Revue d'histoire de l'art et d'archéologie. 16(1938), S.164-168, hier S.164, 167, Tafel III, 2, IT - Kunsthistorisches Institut in Florenz (KHI) - Max Planck Institut, Photothek, Konvolut Besitz Ernst Saulmann, Kunstsalon Paul Cassirer, Hugo Helbing: Die Sammlung Heinrich Freiherr von Tucher. Kunstgegenstände aus dem Nachlass seiner Exzellenz des Gesandten Heinrich Freiherrn von Tucher. Mit einem Anhang von Kunstgegenständen aus ausländischem und deutschem Privatbesitz. Auktion vom 08.12.1925. Berlin 1925. Lot 64, Olga Pujmanová, T. Gottheinerová: Italian Primitives in Czechoslovak Collections. In: The Burlington Magazine. 119(1977)893, S.536, 538-551, hier S.546-547, Musée d'art et d'histoire, Mauro Natale: Peintures italiennes du XIVe au XVIIIe siècle. Genf 1979. S. 147, US - NARA, RG 260, M1947. Textual records created at the Wiesbaden Central Collecting Point include administrative files and monthly reports. Roll 81. Restitution, Research, And Reference Records, Göring: Art Museum Unterstein - Berchtesgaden, Germany. Blatt 7, US - NARA, RG 260, M1946. Photographs of art objects stolen by the Nazis from the Linz Museum and other collections in Europe. Roll 295. Photographs Taken by the Munich Central Collecting Point, OMGUS, of Artworks Appropriated by Germany during World War II. 260-MP-7155. Blatt 291-292, US - NARA, RG 260, M1947. Textual records created at the Wiesbaden Central Collecting Point include administrative files and monthly reports. Roll 82. Restitution, Research, And Reference Records, Hofer, Walter A.: Hofer Goring Documents, Goring Lists. Blatt 38, US - NARA, RG 260, M1946. Property cards from the Munich Central Collecting Point documenting the movement and disposition of each looted object. Roll 181. Records Relating to the Munich Central Collecting Point Property Accessions. 7155/Berchtesgaden 2105. Paintings. Madonna and Child, US - NARA, RG 239, M1944. Records of the American Commission for the Protection and Salvage of Artistic and Historic Monuments in War Areas, 1943-1946. Roll 6. Reports, 73.11c-Status Of Collecting Point MUNICH- Transport Lists FRANCE-Folder III. Blatt 7, 12, Franz Wickhoff: Die Sammlung Tucher. In: Münchener Jahrbuch der bildenden Kunst. (1908) I, S.19-30, hier S.23, 24 (Abb. 6), 25, Nancy Yeide: Beyond the dream of Avarice. The Hermann Göring Collection. Dallas 2009. S. 169, 380, catalogo.fondazionezeri.unibo.it, digitalcollections.frick.org/digico/#/details/bibRecordNumber/b14812447/Photoarchive, www.pop.culture.gouv.fr/notice/mnr/MNR00253;Read more;Read less",13.07.2020,von Trott zu Solz Lammek Rechtsanwälte • Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Saulmann, Agathe und Ernst",https://www.lostart.de/en/Verlust/589708,"Anonym: Versteigerung der Sammlung Tucher. In: Kunst und Künstler. 24(1926)5, S.199-200, hier S. 199, D - BA, B 323, 319, Bd. 1: Gemälde der ""Sammlung Göring"", Bd. 1 / 4, Künstler S - Z sowie unbekannte Künstler. Blatt 411, L. Gielly: La Donation de Holzer. In: Genava. Revue d'histoire de l'art et d'archéologie. 16(1938), S.164-168, hier S.164, 167, Tafel III, 2, IT - Kunsthistorisches Institut in Florenz (KHI) - Max Planck Institut, Photothek, Konvolut Besitz Ernst Saulmann, Kunstsalon Paul Cassirer, Hugo Helbing: Die Sammlung Heinrich Freiherr von Tucher. Kunstgegenstände aus dem Nachlass seiner Exzellenz des Gesandten Heinrich Freiherrn von Tucher. Mit einem Anhang von Kunstgegenständen aus ausländischem und deutschem Privatbesitz. Auktion vom 08.12.1925. Berlin 1925. Lot 64, Olga Pujmanová, T. Gottheinerová: Italian Primitives in Czechoslovak Collections. In: The Burlington Magazine. 119(1977)893, S.536, 538-551, hier S.546-547, Musée d'art et d'histoire, Mauro Natale: Peintures italiennes du XIVe au XVIIIe siècle. Genf 1979. S. 147, US - NARA, RG 260, M1947. Textual records created at the Wiesbaden Central Collecting Point include administrative files and monthly reports. Roll 81. Restitution, Research, And Reference Records, Göring: Art Museum Unterstein - Berchtesgaden, Germany. Blatt 7, US - NARA, RG 260, M1946. Photographs of art objects stolen by the Nazis from the Linz Museum and other collections in Europe. Roll 295. Photographs Taken by the Munich Central Collecting Point, OMGUS, of Artworks Appropriated by Germany during World War II. 260-MP-7155. Blatt 291-292, US - NARA, RG 260, M1947. Textual records created at the Wiesbaden Central Collecting Point include administrative files and monthly reports. Roll 82. Restitution, Research, And Reference Records, Hofer, Walter A.: Hofer Goring Documents, Goring Lists. Blatt 38, US - NARA, RG 260, M1946. Property cards from the Munich Central Collecting Point documenting the movement and disposition of each looted object. Roll 181. Records Relating to the Munich Central Collecting Point Property Accessions. 7155/Berchtesgaden 2105. Paintings. Madonna and Child, US - NARA, RG 239, M1944. Records of the American Commission for the Protection and Salvage of Artistic and Historic Monuments in War Areas, 1943-1946. Roll 6. Reports, 73.11c-Status Of Collecting Point MUNICH- Transport Lists FRANCE-Folder III. Blatt 7, 12, Franz Wickhoff: Die Sammlung Tucher. In: Münchener Jahrbuch der bildenden Kunst. (1908) I, S.19-30, hier S.23, 24 (Abb. 6), 25, Nancy Yeide: Beyond the dream of Avarice. The Hermann Göring Collection. Dallas 2009. S. 169, 380, catalogo.fondazionezeri.unibo.it, digitalcollections.frick.org/digico/#/details/bibRecordNumber/b14812447/Photoarchive, www.pop.culture.gouv.fr/notice/mnr/MNR00253;Read more"
2019,Crowd of people,LA450619_66723.jpg,"Marold, Ludek;Birth 07.08.1865, Prag;Death 01.12.1898, Prag;Place of activity Paris",,Gouache / painted,30.00 cm,"collection Max and Irma Sborowitz, Prossnitz (Prostějov) / Czech Republic, 1939 (about/after) confiscation by German authorities, Proßnitz (Prostějov) / Czech Republic, 2019 amicable settlement;Read more;Read less","Prostejov (Prossnitz) / Beschlagnahme, Prostejov, 1939 (um/nach)","amicable settlement;Literature / Source;Photoalbum, Privatarchiv;Read more;Read less",30.04.2018,Rosbach & Fremy Rechtsanwälte Phone +49 (0) 30 280 70 71/72 office@ra-rff.de,"Sborowitz, Max und Irma",https://www.lostart.de/en/Verlust/576739,"Photoalbum, Privatarchiv;Read more"
,Squatting Javanese (or: Japanese?),,"Kolbe, Georg;Birth 1877.04.13, Waldheim (Sachsen);Death 1947.11.15, Berlin;Place of activity Berlin",,Bronze,,,,restituted,2001,Please contact the German Lost Art Foundation.,"Schmitz, Oscar (Nachlass)",https://www.lostart.de/en/Verlust/238624,
,Sirens,,"Rodin, Auguste;Birth 1840.11.12, Paris;Death 1917.11.17, Meudon;Place of activity Sèvres, Florenz, Brüssel, Rom, Bellevue (Sèvres)",,Bronze,,,,restituted,2001,Please contact the German Lost Art Foundation.,"Schmitz, Oscar (Nachlass)",https://www.lostart.de/en/Verlust/238626,
,Allegory of war and peace in landscape,LA16582_40813.jpg,"Brueghel, Jan (d. Ä.);Birth 1568, Brüssel;Death 1625.01.13, Antwerpen;Place of activity Brüssel, Neapel, Rom, Mailand, Antwerpen",,,50.00 cm,"Beschlagnahme Gestapo, Berlin;Read more;Read less",Berlin,amicable settlement,2006,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Schönemann, Frieda und Moritz",https://www.lostart.de/en/Verlust/319397,
2011,Still life with resting lamb at a cornfield,LA27964_44732.jpg,"Meyerheim, Paul Friedrich;Birth 1842.07.13, Berlin;Death 1915.09.14, Berlin;Place of activity Berlin",,Leinwand / painted,70.00 cm,"Versteigerung bei Leo Spik, Berlin 16./17.9. 1935, Nr. 100, Abbildung auf Tafel 6, 2011 Einigung;Read more;Read less",Berlin,restituted,2006,von Trott zu Solz Lammek Rechtsanwälte Notar Phone +49 (0) 30 59 00 33 0-0 kanzlei@vontrott-lammek.de,"Schönemann, Frieda und Moritz",https://www.lostart.de/en/Verlust/319413,
2022,Bowl with oranges,LA455227_70843.jpg,"Corinth, Lovis;Birth 1858.07.21, Tapiau (Ost-Preußen);Death 1925.07.17, Zandvoort;Place of activity Königsberg, Berlin",1922,Oil: wood / painted,40.00 cm,"Collection Curt Schueler, Berlin (until at least May 1933), [...], Dr. L. Fischel, Karlsruhe;2022 amicable settlement;Read more;Read less",,"amicable settlement;Literature / Source;Lovis Corinth, Ausstellung von Gemälden und Aquarellen zu seinem Gedächtnis, Nationalgalerie Berlin, 1926, Nr. 352 [Besitzer: Kurt Schüler, Berlin], Berend-Corinth, Charlotte, Corinth, Lovis, Röthel, Hans Konrad [Bearb.]: Die Gemälde von Lovis Corinth: Werkkatalog, München, 1958, Nr. 856 (mit Abb.);Read more;Read less",06.11.2019,Dr. Sabine Rudolph Rechtsanwältin Phone +49 (0)351 317220 rudolph@heimann-dresden.de,"Schueler, Curt",https://www.lostart.de/en/Verlust/584796,"Lovis Corinth, Ausstellung von Gemälden und Aquarellen zu seinem Gedächtnis, Nationalgalerie Berlin, 1926, Nr. 352 [Besitzer: Kurt Schüler, Berlin], Berend-Corinth, Charlotte, Corinth, Lovis, Röthel, Hans Konrad [Bearb.]: Die Gemälde von Lovis Corinth: Werkkatalog, München, 1958, Nr. 856 (mit Abb.);Read more"
